id,uni,item,response
7e182,8gdp3,3,3
7e182,8gdp3,4,3
7e182,8gdp3,5,2
7e182,8gdp3,6,2
7e182,8gdp3,7,4
7e182,8gdp3,8,5
7e182,8gdp3,9,3
056a2,8gdp3,1,3
056a2,8gdp3,2,4
056a2,8gdp3,3,2
056a2,8gdp3,4,5
056a2,8gdp3,5,5
056a2,8gdp3,6,3
056a2,8gdp3,7,3
056a2,8gdp3,8,5
056a2,8gdp3,9,4
77b6a,8gdp3,1,1
77b6a,8gdp3,2,4
77b6a,8gdp3,3,2
77b6a,8gdp3,4,4
77b6a,8gdp3,5,1
77b6a,8gdp3,6,1
77b6a,8gdp3,7,1
77b6a,8gdp3,8,5
77b6a,8gdp3,9,1
92ffa,8gdp3,1,1
92ffa,8gdp3,2,4
92ffa,8gdp3,3,1
92ffa,8gdp3,4,3
92ffa,8gdp3,5,2
92ffa,8gdp3,6,1
92ffa,8gdp3,7,1
92ffa,8gdp3,8,5
92ffa,8gdp3,9,2
11c05,8gdp3,1,2
11c05,8gdp3,2,5
11c05,8gdp3,3,4
11c05,8gdp3,4,4
11c05,8gdp3,5,3
11c05,8gdp3,6,3
11c05,8gdp3,7,3
11c05,8gdp3,8,9
11c05,8gdp3,9,9
914c9,8gdp3,1,2
914c9,8gdp3,2,9
914c9,8gdp3,3,2
914c9,8gdp3,4,5
914c9,8gdp3,5,4
914c9,8gdp3,6,2
914c9,8gdp3,7,2
914c9,8gdp3,8,5
914c9,8gdp3,9,3
199ab,8gdp3,1,2
199ab,8gdp3,2,4
199ab,8gdp3,3,2
199ab,8gdp3,4,4
199ab,8gdp3,5,3
199ab,8gdp3,6,2
199ab,8gdp3,7,3
199ab,8gdp3,8,5
199ab,8gdp3,9,2
e2142,8gdp3,1,3
e2142,8gdp3,2,4
e2142,8gdp3,3,4
e2142,8gdp3,4,3
e2142,8gdp3,5,4
e2142,8gdp3,6,2
e2142,8gdp3,7,2
e2142,8gdp3,8,5
e2142,8gdp3,9,4
57601,8gdp3,1,1
57601,8gdp3,2,4
57601,8gdp3,3,4
57601,8gdp3,4,5
57601,8gdp3,5,1
57601,8gdp3,6,2
57601,8gdp3,7,4
57601,8gdp3,8,5
57601,8gdp3,9,3
31d5e,8gdp3,1,3
31d5e,8gdp3,2,5
31d5e,8gdp3,3,2
31d5e,8gdp3,4,5
31d5e,8gdp3,5,4
31d5e,8gdp3,6,3
31d5e,8gdp3,7,2
31d5e,8gdp3,8,5
31d5e,8gdp3,9,4
5d204,8gdp3,1,5
5d204,8gdp3,2,5
5d204,8gdp3,3,4
5d204,8gdp3,4,5
5d204,8gdp3,5,3
5d204,8gdp3,6,3
5d204,8gdp3,7,3
5d204,8gdp3,8,4
5d204,8gdp3,9,3
4954c,8gdp3,1,1
4954c,8gdp3,2,4
4954c,8gdp3,3,1
4954c,8gdp3,4,9
4954c,8gdp3,5,2
4954c,8gdp3,6,2
4954c,8gdp3,7,4
4954c,8gdp3,8,5
4954c,8gdp3,9,2
6c208,8gdp3,1,1
6c208,8gdp3,2,3
6c208,8gdp3,3,1
6c208,8gdp3,4,3
6c208,8gdp3,5,2
6c208,8gdp3,6,1
6c208,8gdp3,7,2
6c208,8gdp3,8,1
6c208,8gdp3,9,1
6a3f3,8gdp3,1,5
6a3f3,8gdp3,2,5
6a3f3,8gdp3,3,2
6a3f3,8gdp3,4,5
6a3f3,8gdp3,5,4
6a3f3,8gdp3,6,1
6a3f3,8gdp3,7,1
6a3f3,8gdp3,8,5
6a3f3,8gdp3,9,1
41a29,8gdp3,1,2
41a29,8gdp3,2,5
41a29,8gdp3,3,4
41a29,8gdp3,4,4
41a29,8gdp3,5,3
41a29,8gdp3,6,2
41a29,8gdp3,7,2
41a29,8gdp3,8,5
41a29,8gdp3,9,3
ef7ee,8gdp3,1,1
ef7ee,8gdp3,2,2
ef7ee,8gdp3,3,1
ef7ee,8gdp3,4,2
ef7ee,8gdp3,5,3
ef7ee,8gdp3,6,1
ef7ee,8gdp3,7,1
ef7ee,8gdp3,8,4
ef7ee,8gdp3,9,1
dbc04,8gdp3,1,1
dbc04,8gdp3,2,2
dbc04,8gdp3,3,1
dbc04,8gdp3,4,2
dbc04,8gdp3,5,2
dbc04,8gdp3,6,1
dbc04,8gdp3,7,1
dbc04,8gdp3,8,3
dbc04,8gdp3,9,1
f6374,8gdp3,1,1
f6374,8gdp3,2,5
f6374,8gdp3,3,2
f6374,8gdp3,4,3
f6374,8gdp3,5,2
f6374,8gdp3,6,2
f6374,8gdp3,7,4
f6374,8gdp3,8,5
f6374,8gdp3,9,1
fdc81,8gdp3,1,1
fdc81,8gdp3,2,1
fdc81,8gdp3,3,1
fdc81,8gdp3,4,2
fdc81,8gdp3,5,1
fdc81,8gdp3,6,1
fdc81,8gdp3,7,1
fdc81,8gdp3,8,2
fdc81,8gdp3,9,2
46ce2,8gdp3,1,2
46ce2,8gdp3,2,5
46ce2,8gdp3,3,4
46ce2,8gdp3,4,5
46ce2,8gdp3,5,5
46ce2,8gdp3,6,3
46ce2,8gdp3,7,3
46ce2,8gdp3,8,5
46ce2,8gdp3,9,4
33983,8gdp3,1,1
33983,8gdp3,2,1
33983,8gdp3,3,2
33983,8gdp3,4,1
33983,8gdp3,5,1
33983,8gdp3,6,1
33983,8gdp3,7,2
33983,8gdp3,8,2
33983,8gdp3,9,1
97770,8gdp3,1,3
97770,8gdp3,2,2
97770,8gdp3,3,2
97770,8gdp3,4,2
97770,8gdp3,5,3
97770,8gdp3,6,2
97770,8gdp3,7,4
97770,8gdp3,8,3
97770,8gdp3,9,1
a03a2,8gdp3,1,3
a03a2,8gdp3,2,4
a03a2,8gdp3,3,2
a03a2,8gdp3,4,5
a03a2,8gdp3,5,5
a03a2,8gdp3,6,3
a03a2,8gdp3,7,5
a03a2,8gdp3,8,5
a03a2,8gdp3,9,2
4f2b3,8gdp3,1,2
4f2b3,8gdp3,2,5
4f2b3,8gdp3,3,2
4f2b3,8gdp3,4,5
4f2b3,8gdp3,5,3
4f2b3,8gdp3,6,2
4f2b3,8gdp3,7,2
4f2b3,8gdp3,8,5
4f2b3,8gdp3,9,3
78a2d,8gdp3,1,3
78a2d,8gdp3,2,3
78a2d,8gdp3,3,2
78a2d,8gdp3,4,3
78a2d,8gdp3,5,4
78a2d,8gdp3,6,2
78a2d,8gdp3,7,2
78a2d,8gdp3,8,4
78a2d,8gdp3,9,4
83f31,8gdp3,1,4
83f31,8gdp3,2,5
83f31,8gdp3,3,3
83f31,8gdp3,4,5
83f31,8gdp3,5,4
83f31,8gdp3,6,2
83f31,8gdp3,7,2
83f31,8gdp3,8,5
83f31,8gdp3,9,3
0b134,8gdp3,1,2
0b134,8gdp3,2,2
0b134,8gdp3,3,2
0b134,8gdp3,4,9
0b134,8gdp3,5,2
0b134,8gdp3,6,2
0b134,8gdp3,7,2
0b134,8gdp3,8,9
0b134,8gdp3,9,2
ba3d2,8gdp3,1,1
ba3d2,8gdp3,2,5
ba3d2,8gdp3,3,1
ba3d2,8gdp3,4,4
ba3d2,8gdp3,5,2
ba3d2,8gdp3,6,2
ba3d2,8gdp3,7,2
ba3d2,8gdp3,8,5
ba3d2,8gdp3,9,2
e2585,8gdp3,1,3
e2585,8gdp3,2,5
e2585,8gdp3,3,2
e2585,8gdp3,4,4
e2585,8gdp3,5,3
e2585,8gdp3,6,1
e2585,8gdp3,7,1
e2585,8gdp3,8,5
e2585,8gdp3,9,2
ec567,8gdp3,1,1
ec567,8gdp3,2,4
ec567,8gdp3,3,1
ec567,8gdp3,4,4
ec567,8gdp3,5,4
ec567,8gdp3,6,2
ec567,8gdp3,7,2
ec567,8gdp3,8,5
ec567,8gdp3,9,2
c88e3,8gdp3,1,2
c88e3,8gdp3,2,3
c88e3,8gdp3,3,3
c88e3,8gdp3,4,4
c88e3,8gdp3,5,3
c88e3,8gdp3,6,3
c88e3,8gdp3,7,4
c88e3,8gdp3,8,5
c88e3,8gdp3,9,2
b0915,8gdp3,1,1
b0915,8gdp3,2,2
b0915,8gdp3,3,2
b0915,8gdp3,4,3
b0915,8gdp3,5,3
b0915,8gdp3,6,3
b0915,8gdp3,7,1
b0915,8gdp3,8,3
b0915,8gdp3,9,3
fd130,8gdp3,1,4
fd130,8gdp3,2,5
fd130,8gdp3,3,3
fd130,8gdp3,4,5
fd130,8gdp3,5,5
fd130,8gdp3,6,3
fd130,8gdp3,7,3
fd130,8gdp3,8,5
fd130,8gdp3,9,3
61d6c,8gdp3,1,2
61d6c,8gdp3,2,9
61d6c,8gdp3,3,1
61d6c,8gdp3,4,5
61d6c,8gdp3,5,5
61d6c,8gdp3,6,3
61d6c,8gdp3,7,3
61d6c,8gdp3,8,5
61d6c,8gdp3,9,5
0d0df,8gdp3,1,2
0d0df,8gdp3,2,2
0d0df,8gdp3,3,3
0d0df,8gdp3,4,3
0d0df,8gdp3,5,3
0d0df,8gdp3,6,3
0d0df,8gdp3,7,2
0d0df,8gdp3,8,2
0d0df,8gdp3,9,2
12a5e,8gdp3,1,1
12a5e,8gdp3,2,2
12a5e,8gdp3,3,2
12a5e,8gdp3,4,3
12a5e,8gdp3,5,2
12a5e,8gdp3,6,2
12a5e,8gdp3,7,3
12a5e,8gdp3,8,4
12a5e,8gdp3,9,2
a78d1,8gdp3,1,2
a78d1,8gdp3,2,9
a78d1,8gdp3,3,2
a78d1,8gdp3,4,4
a78d1,8gdp3,5,2
a78d1,8gdp3,6,2
a78d1,8gdp3,7,2
a78d1,8gdp3,8,5
a78d1,8gdp3,9,5
bdc36,8gdp3,1,1
bdc36,8gdp3,2,2
bdc36,8gdp3,3,1
bdc36,8gdp3,4,3
bdc36,8gdp3,5,1
bdc36,8gdp3,6,1
bdc36,8gdp3,7,1
bdc36,8gdp3,8,4
bdc36,8gdp3,9,2
d9a62,ecdmw,1,4
d9a62,ecdmw,2,4
d9a62,ecdmw,3,3
d9a62,ecdmw,4,4
d9a62,ecdmw,5,4
d9a62,ecdmw,6,2
d9a62,ecdmw,7,4
d9a62,ecdmw,8,5
d9a62,ecdmw,9,3
f3a51,ecdmw,1,1
f3a51,ecdmw,2,3
f3a51,ecdmw,3,1
f3a51,ecdmw,4,4
f3a51,ecdmw,5,3
f3a51,ecdmw,6,2
f3a51,ecdmw,7,2
f3a51,ecdmw,8,5
f3a51,ecdmw,9,3
9d47d,ecdmw,1,1
9d47d,ecdmw,2,1
9d47d,ecdmw,3,1
9d47d,ecdmw,4,1
9d47d,ecdmw,5,1
9d47d,ecdmw,6,1
9d47d,ecdmw,7,1
9d47d,ecdmw,8,1
9d47d,ecdmw,9,2
aed3d,ecdmw,1,1
aed3d,ecdmw,2,4
aed3d,ecdmw,3,1
aed3d,ecdmw,4,5
aed3d,ecdmw,5,3
aed3d,ecdmw,6,4
aed3d,ecdmw,7,3
aed3d,ecdmw,8,5
aed3d,ecdmw,9,1
a4acf,ecdmw,1,1
a4acf,ecdmw,2,1
a4acf,ecdmw,3,2
a4acf,ecdmw,4,1
a4acf,ecdmw,5,4
a4acf,ecdmw,6,1
a4acf,ecdmw,7,4
a4acf,ecdmw,8,3
a4acf,ecdmw,9,2
a70fb,ecdmw,1,3
a70fb,ecdmw,2,4
a70fb,ecdmw,3,3
a70fb,ecdmw,4,5
a70fb,ecdmw,5,4
a70fb,ecdmw,6,3
a70fb,ecdmw,7,2
a70fb,ecdmw,8,5
a70fb,ecdmw,9,4
c5dc6,ecdmw,1,1
c5dc6,ecdmw,2,2
c5dc6,ecdmw,3,1
c5dc6,ecdmw,4,2
c5dc6,ecdmw,5,2
c5dc6,ecdmw,6,1
c5dc6,ecdmw,7,1
c5dc6,ecdmw,8,4
c5dc6,ecdmw,9,1
cb19b,ecdmw,1,1
cb19b,ecdmw,2,1
cb19b,ecdmw,3,1
cb19b,ecdmw,4,1
cb19b,ecdmw,5,1
cb19b,ecdmw,6,1
cb19b,ecdmw,7,1
cb19b,ecdmw,8,1
cb19b,ecdmw,9,1
0d485,ecdmw,1,1
0d485,ecdmw,2,3
0d485,ecdmw,3,2
0d485,ecdmw,4,3
0d485,ecdmw,5,3
0d485,ecdmw,6,2
0d485,ecdmw,7,2
0d485,ecdmw,8,3
0d485,ecdmw,9,3
6eff1,ecdmw,1,4
6eff1,ecdmw,2,5
6eff1,ecdmw,3,2
6eff1,ecdmw,4,5
6eff1,ecdmw,5,4
6eff1,ecdmw,6,3
6eff1,ecdmw,7,2
6eff1,ecdmw,8,5
6eff1,ecdmw,9,3
176f1,ecdmw,1,5
176f1,ecdmw,2,5
176f1,ecdmw,3,3
176f1,ecdmw,4,5
176f1,ecdmw,5,4
176f1,ecdmw,6,4
176f1,ecdmw,7,4
176f1,ecdmw,8,5
176f1,ecdmw,9,4
96e68,ecdmw,1,1
96e68,ecdmw,2,4
96e68,ecdmw,3,2
96e68,ecdmw,4,3
96e68,ecdmw,5,1
96e68,ecdmw,6,1
96e68,ecdmw,7,1
96e68,ecdmw,8,5
96e68,ecdmw,9,2
1cf72,ecdmw,1,3
1cf72,ecdmw,2,4
1cf72,ecdmw,3,2
1cf72,ecdmw,4,4
1cf72,ecdmw,5,4
1cf72,ecdmw,6,3
1cf72,ecdmw,7,3
1cf72,ecdmw,8,4
1cf72,ecdmw,9,3
6215e,ecdmw,1,5
6215e,ecdmw,2,5
6215e,ecdmw,3,2
6215e,ecdmw,4,4
6215e,ecdmw,5,5
6215e,ecdmw,6,2
6215e,ecdmw,7,1
6215e,ecdmw,8,5
6215e,ecdmw,9,3
137fa,ecdmw,1,1
137fa,ecdmw,2,4
137fa,ecdmw,3,1
137fa,ecdmw,4,3
137fa,ecdmw,5,5
137fa,ecdmw,6,3
137fa,ecdmw,7,4
137fa,ecdmw,8,5
137fa,ecdmw,9,3
a51e0,ecdmw,1,3
a51e0,ecdmw,2,1
a51e0,ecdmw,3,1
a51e0,ecdmw,4,2
a51e0,ecdmw,5,4
a51e0,ecdmw,6,2
a51e0,ecdmw,7,3
a51e0,ecdmw,8,5
a51e0,ecdmw,9,3
9c62e,ecdmw,1,1
9c62e,ecdmw,2,1
9c62e,ecdmw,3,1
9c62e,ecdmw,4,1
9c62e,ecdmw,5,1
9c62e,ecdmw,6,1
9c62e,ecdmw,7,1
9c62e,ecdmw,8,2
9c62e,ecdmw,9,1
96568,ecdmw,1,1
96568,ecdmw,2,1
96568,ecdmw,3,1
96568,ecdmw,4,1
96568,ecdmw,5,1
96568,ecdmw,6,1
96568,ecdmw,7,1
96568,ecdmw,8,1
96568,ecdmw,9,1
2cad5,ecdmw,1,1
2cad5,ecdmw,2,1
2cad5,ecdmw,3,1
2cad5,ecdmw,4,1
2cad5,ecdmw,5,1
2cad5,ecdmw,6,1
2cad5,ecdmw,7,1
2cad5,ecdmw,8,1
2cad5,ecdmw,9,1
e7677,ecdmw,1,1
e7677,ecdmw,2,5
e7677,ecdmw,3,5
e7677,ecdmw,4,5
e7677,ecdmw,5,4
e7677,ecdmw,6,5
e7677,ecdmw,7,5
e7677,ecdmw,8,5
e7677,ecdmw,9,5
c38f5,ecdmw,1,1
c38f5,ecdmw,2,4
c38f5,ecdmw,3,3
c38f5,ecdmw,4,4
c38f5,ecdmw,5,5
c38f5,ecdmw,6,2
c38f5,ecdmw,7,2
c38f5,ecdmw,8,4
c38f5,ecdmw,9,5
7e315,ecdmw,1,2
7e315,ecdmw,2,4
7e315,ecdmw,3,1
7e315,ecdmw,4,4
7e315,ecdmw,5,3
7e315,ecdmw,6,2
7e315,ecdmw,7,2
7e315,ecdmw,8,5
7e315,ecdmw,9,3
5fcbd,ecdmw,1,2
5fcbd,ecdmw,2,5
5fcbd,ecdmw,3,3
5fcbd,ecdmw,4,5
5fcbd,ecdmw,5,3
5fcbd,ecdmw,6,2
5fcbd,ecdmw,7,2
5fcbd,ecdmw,8,5
5fcbd,ecdmw,9,2
a9ce9,ecdmw,1,2
a9ce9,ecdmw,2,5
a9ce9,ecdmw,3,2
a9ce9,ecdmw,4,5
a9ce9,ecdmw,5,2
a9ce9,ecdmw,6,2
a9ce9,ecdmw,7,2
a9ce9,ecdmw,8,5
a9ce9,ecdmw,9,2
7a16e,ecdmw,1,4
7a16e,ecdmw,2,5
7a16e,ecdmw,3,3
7a16e,ecdmw,4,5
7a16e,ecdmw,5,4
7a16e,ecdmw,6,2
7a16e,ecdmw,7,2
7a16e,ecdmw,8,5
7a16e,ecdmw,9,2
2c67a,ecdmw,1,3
2c67a,ecdmw,2,5
2c67a,ecdmw,3,2
2c67a,ecdmw,4,5
2c67a,ecdmw,5,4
2c67a,ecdmw,6,3
2c67a,ecdmw,7,3
2c67a,ecdmw,8,5
2c67a,ecdmw,9,4
97668,ecdmw,1,1
97668,ecdmw,2,3
97668,ecdmw,3,1
97668,ecdmw,4,3
97668,ecdmw,5,4
97668,ecdmw,6,2
97668,ecdmw,7,2
97668,ecdmw,8,4
97668,ecdmw,9,4
85542,ecdmw,1,3
85542,ecdmw,2,5
85542,ecdmw,3,4
85542,ecdmw,4,5
85542,ecdmw,5,5
85542,ecdmw,6,4
85542,ecdmw,7,3
85542,ecdmw,8,5
85542,ecdmw,9,4
73da8,ecdmw,1,1
73da8,ecdmw,2,4
73da8,ecdmw,3,1
73da8,ecdmw,4,3
73da8,ecdmw,5,3
73da8,ecdmw,6,1
73da8,ecdmw,7,1
73da8,ecdmw,8,5
73da8,ecdmw,9,1
09411,ecdmw,1,3
09411,ecdmw,2,5
09411,ecdmw,3,2
09411,ecdmw,4,4
09411,ecdmw,5,4
09411,ecdmw,6,1
09411,ecdmw,7,1
09411,ecdmw,8,5
09411,ecdmw,9,1
b7066,ecdmw,1,1
b7066,ecdmw,2,3
b7066,ecdmw,3,2
b7066,ecdmw,4,3
b7066,ecdmw,5,4
b7066,ecdmw,6,2
b7066,ecdmw,7,3
b7066,ecdmw,8,5
b7066,ecdmw,9,2
cc7b6,ecdmw,1,1
cc7b6,ecdmw,2,5
cc7b6,ecdmw,3,1
cc7b6,ecdmw,4,5
cc7b6,ecdmw,5,4
cc7b6,ecdmw,6,1
cc7b6,ecdmw,7,2
cc7b6,ecdmw,8,5
cc7b6,ecdmw,9,1
e6a7d,ecdmw,1,3
e6a7d,ecdmw,2,4
e6a7d,ecdmw,3,4
e6a7d,ecdmw,4,5
e6a7d,ecdmw,5,3
e6a7d,ecdmw,6,2
e6a7d,ecdmw,7,2
e6a7d,ecdmw,8,4
e6a7d,ecdmw,9,1
e3575,ecdmw,1,3
e3575,ecdmw,2,3
e3575,ecdmw,3,1
e3575,ecdmw,4,3
e3575,ecdmw,5,1
e3575,ecdmw,6,1
e3575,ecdmw,7,1
e3575,ecdmw,8,4
e3575,ecdmw,9,1
b5b41,ecdmw,1,1
b5b41,ecdmw,2,3
b5b41,ecdmw,3,3
b5b41,ecdmw,4,4
b5b41,ecdmw,5,4
b5b41,ecdmw,6,4
b5b41,ecdmw,7,4
b5b41,ecdmw,8,4
b5b41,ecdmw,9,3
6ce7e,ecdmw,1,3
6ce7e,ecdmw,2,4
6ce7e,ecdmw,3,1
6ce7e,ecdmw,4,3
6ce7e,ecdmw,5,1
6ce7e,ecdmw,6,1
6ce7e,ecdmw,7,3
6ce7e,ecdmw,8,3
6ce7e,ecdmw,9,1
2852c,ecdmw,1,1
2852c,ecdmw,2,2
2852c,ecdmw,3,1
2852c,ecdmw,4,2
2852c,ecdmw,5,3
2852c,ecdmw,6,1
2852c,ecdmw,7,1
2852c,ecdmw,8,4
2852c,ecdmw,9,2
15177,ecdmw,1,3
15177,ecdmw,2,4
15177,ecdmw,3,1
15177,ecdmw,4,4
15177,ecdmw,5,2
15177,ecdmw,6,1
15177,ecdmw,7,1
15177,ecdmw,8,5
15177,ecdmw,9,1
b9000,ecdmw,1,1
b9000,ecdmw,2,1
b9000,ecdmw,3,1
b9000,ecdmw,4,1
b9000,ecdmw,5,2
b9000,ecdmw,6,1
b9000,ecdmw,7,1
b9000,ecdmw,8,1
b9000,ecdmw,9,1
fb969,ecdmw,1,2
fb969,ecdmw,2,2
fb969,ecdmw,3,1
fb969,ecdmw,4,2
fb969,ecdmw,5,1
fb969,ecdmw,6,1
fb969,ecdmw,7,1
fb969,ecdmw,8,5
fb969,ecdmw,9,1
9b540,ecdmw,1,1
9b540,ecdmw,2,2
9b540,ecdmw,3,1
9b540,ecdmw,4,3
9b540,ecdmw,5,1
9b540,ecdmw,6,1
9b540,ecdmw,7,1
9b540,ecdmw,8,3
9b540,ecdmw,9,1
583d6,ecdmw,1,2
583d6,ecdmw,2,3
583d6,ecdmw,3,1
583d6,ecdmw,4,2
583d6,ecdmw,5,1
583d6,ecdmw,6,1
583d6,ecdmw,7,1
583d6,ecdmw,8,3
583d6,ecdmw,9,1
bbe64,ecdmw,1,1
bbe64,ecdmw,2,5
bbe64,ecdmw,3,1
bbe64,ecdmw,4,4
bbe64,ecdmw,5,3
bbe64,ecdmw,6,1
bbe64,ecdmw,7,1
bbe64,ecdmw,8,5
bbe64,ecdmw,9,1
ec365,ecdmw,1,1
ec365,ecdmw,2,4
ec365,ecdmw,3,1
ec365,ecdmw,4,5
ec365,ecdmw,5,2
ec365,ecdmw,6,1
ec365,ecdmw,7,1
ec365,ecdmw,8,5
ec365,ecdmw,9,2
09f13,ecdmw,1,2
09f13,ecdmw,2,4
09f13,ecdmw,3,3
09f13,ecdmw,4,4
09f13,ecdmw,5,2
09f13,ecdmw,6,2
09f13,ecdmw,7,1
09f13,ecdmw,8,4
09f13,ecdmw,9,1
d5bb4,ecdmw,1,4
d5bb4,ecdmw,2,5
d5bb4,ecdmw,3,3
d5bb4,ecdmw,4,5
d5bb4,ecdmw,5,5
d5bb4,ecdmw,6,3
d5bb4,ecdmw,7,3
d5bb4,ecdmw,8,5
d5bb4,ecdmw,9,3
0301f,ecdmw,1,1
0301f,ecdmw,2,4
0301f,ecdmw,3,4
0301f,ecdmw,4,4
0301f,ecdmw,5,4
0301f,ecdmw,6,3
0301f,ecdmw,7,3
0301f,ecdmw,8,5
0301f,ecdmw,9,2
dee98,ecdmw,1,2
dee98,ecdmw,2,4
dee98,ecdmw,3,1
dee98,ecdmw,4,4
dee98,ecdmw,5,3
dee98,ecdmw,6,2
dee98,ecdmw,7,2
dee98,ecdmw,8,5
dee98,ecdmw,9,3
4bead,ecdmw,1,1
4bead,ecdmw,2,4
4bead,ecdmw,3,1
4bead,ecdmw,4,4
4bead,ecdmw,5,3
4bead,ecdmw,6,2
4bead,ecdmw,7,2
4bead,ecdmw,8,4
4bead,ecdmw,9,2
23ba8,ecdmw,1,3
23ba8,ecdmw,2,3
23ba8,ecdmw,3,2
23ba8,ecdmw,4,4
23ba8,ecdmw,5,4
23ba8,ecdmw,6,3
23ba8,ecdmw,7,2
23ba8,ecdmw,8,4
23ba8,ecdmw,9,3
10f83,ecdmw,1,2
10f83,ecdmw,2,3
10f83,ecdmw,3,1
10f83,ecdmw,4,3
10f83,ecdmw,5,3
10f83,ecdmw,6,2
10f83,ecdmw,7,3
10f83,ecdmw,8,4
10f83,ecdmw,9,3
2c683,ecdmw,1,4
2c683,ecdmw,2,5
2c683,ecdmw,3,3
2c683,ecdmw,4,5
2c683,ecdmw,5,3
2c683,ecdmw,6,5
2c683,ecdmw,7,4
2c683,ecdmw,8,5
2c683,ecdmw,9,5
24383,ecdmw,1,4
24383,ecdmw,2,5
24383,ecdmw,3,2
24383,ecdmw,4,4
24383,ecdmw,5,5
24383,ecdmw,6,2
24383,ecdmw,7,1
24383,ecdmw,8,4
24383,ecdmw,9,2
b9f3f,ecdmw,1,1
b9f3f,ecdmw,2,3
b9f3f,ecdmw,3,1
b9f3f,ecdmw,4,1
b9f3f,ecdmw,5,2
b9f3f,ecdmw,6,1
b9f3f,ecdmw,7,1
b9f3f,ecdmw,8,2
b9f3f,ecdmw,9,1
1eafc,ecdmw,1,3
1eafc,ecdmw,2,5
1eafc,ecdmw,3,1
1eafc,ecdmw,4,3
1eafc,ecdmw,5,1
1eafc,ecdmw,6,1
1eafc,ecdmw,7,1
1eafc,ecdmw,8,5
1eafc,ecdmw,9,1
8aaea,ecdmw,1,1
8aaea,ecdmw,2,3
8aaea,ecdmw,3,2
8aaea,ecdmw,4,4
8aaea,ecdmw,5,3
8aaea,ecdmw,6,2
8aaea,ecdmw,7,2
8aaea,ecdmw,8,4
8aaea,ecdmw,9,2
4b4a1,ecdmw,1,2
4b4a1,ecdmw,2,3
4b4a1,ecdmw,3,1
4b4a1,ecdmw,4,4
4b4a1,ecdmw,5,1
4b4a1,ecdmw,6,1
4b4a1,ecdmw,7,1
4b4a1,ecdmw,8,5
4b4a1,ecdmw,9,2
74658,ecdmw,1,2
74658,ecdmw,2,3
74658,ecdmw,3,4
74658,ecdmw,4,4
74658,ecdmw,5,4
74658,ecdmw,6,4
74658,ecdmw,7,4
74658,ecdmw,8,5
74658,ecdmw,9,5
93936,ecdmw,1,2
93936,ecdmw,2,3
93936,ecdmw,3,1
93936,ecdmw,4,3
93936,ecdmw,5,3
93936,ecdmw,6,2
93936,ecdmw,7,2
93936,ecdmw,8,5
93936,ecdmw,9,5
5f89a,ecdmw,1,1
5f89a,ecdmw,2,1
5f89a,ecdmw,3,1
5f89a,ecdmw,4,2
5f89a,ecdmw,5,2
5f89a,ecdmw,6,1
5f89a,ecdmw,7,1
5f89a,ecdmw,8,3
5f89a,ecdmw,9,1
105c1,encwv,1,2
105c1,encwv,2,4
105c1,encwv,3,2
105c1,encwv,4,4
105c1,encwv,5,2
105c1,encwv,6,1
105c1,encwv,7,1
105c1,encwv,8,3
105c1,encwv,9,1
40c94,encwv,1,2
40c94,encwv,2,4
40c94,encwv,3,3
40c94,encwv,4,4
40c94,encwv,5,5
40c94,encwv,6,1
40c94,encwv,7,2
40c94,encwv,8,4
40c94,encwv,9,3
e9d2f,encwv,1,2
e9d2f,encwv,2,2
e9d2f,encwv,3,1
e9d2f,encwv,4,2
e9d2f,encwv,5,4
e9d2f,encwv,6,2
e9d2f,encwv,7,2
e9d2f,encwv,8,3
e9d2f,encwv,9,3
0b4dc,encwv,1,2
0b4dc,encwv,2,5
0b4dc,encwv,3,3
0b4dc,encwv,4,5
0b4dc,encwv,5,4
0b4dc,encwv,6,3
0b4dc,encwv,7,3
0b4dc,encwv,8,5
0b4dc,encwv,9,2
9f74c,encwv,1,3
9f74c,encwv,2,4
9f74c,encwv,3,2
9f74c,encwv,4,4
9f74c,encwv,5,4
9f74c,encwv,6,3
9f74c,encwv,7,2
9f74c,encwv,8,4
9f74c,encwv,9,2
d726f,encwv,1,3
d726f,encwv,2,5
d726f,encwv,3,2
d726f,encwv,4,5
d726f,encwv,5,4
d726f,encwv,6,4
d726f,encwv,7,4
d726f,encwv,8,5
d726f,encwv,9,3
92c06,encwv,1,1
92c06,encwv,2,2
92c06,encwv,3,1
92c06,encwv,4,3
92c06,encwv,5,4
92c06,encwv,6,1
92c06,encwv,7,2
92c06,encwv,8,3
92c06,encwv,9,1
003c3,encwv,1,2
003c3,encwv,2,4
003c3,encwv,3,4
003c3,encwv,4,5
003c3,encwv,5,5
003c3,encwv,6,2
003c3,encwv,7,2
003c3,encwv,8,4
003c3,encwv,9,2
0d9d5,encwv,1,2
0d9d5,encwv,2,4
0d9d5,encwv,3,2
0d9d5,encwv,4,5
0d9d5,encwv,5,5
0d9d5,encwv,6,1
0d9d5,encwv,7,1
0d9d5,encwv,8,5
0d9d5,encwv,9,2
a08ca,encwv,1,1
a08ca,encwv,2,3
a08ca,encwv,3,1
a08ca,encwv,4,3
a08ca,encwv,5,4
a08ca,encwv,6,1
a08ca,encwv,7,1
a08ca,encwv,8,3
a08ca,encwv,9,1
a1a11,encwv,1,1
a1a11,encwv,2,3
a1a11,encwv,3,2
a1a11,encwv,4,3
a1a11,encwv,5,4
